x,y,yaw,s,km,kf
1.0,0.0,0.0,1.0,0.0,0.0
9.992803213038956,-0.003917803833692397,0.5213684812167405,10.007410630230144,7.314218195004552e-05,0.2992763801799815
15.024687793090134,0.024957173531302328,0.5368090618834929,15.14196560492583,0.0007601234603977115,0.2073194415772392
19.977255374115543,-0.01278495382204272,0.5196397357036768,20.13215045476987,0.00014335359589325643,0.1528082031720531
25.013712259351134,0.007219723091389962,0.5249486872595925,25.29771535884774,0.00037813432675303264,0.12404244678977688
9.97172316938858,1.9823170519262023,0.5206988990472472,10.278030458731216,0.0585872822154528,0.07039298426007069
15.001695250638676,2.0004052815100177,0.5236775909926545,15.247787690103964,0.026583405979121035,0.09935769935668091
19.991720689149798,1.9940382968599157,0.5226425469703213,20.273322450421524,0.015097601598932973,0.09473925857356508
24.965334537422127,1.9789340139950957,0.5201745125936816,25.247245253809243,0.00961386208755987,0.08497195201656818
10.033688172308093,3.9724836437946,0.5349738402564848,11.08745731225148,0.10279581485358542,-0.12498530430592689
15.010712548917237,4.004677759446142,0.5234972375929585,15.729652308244257,0.05010930358399648,-0.0008566863098267152
20.03300037014569,4.005293541125731,0.5241547594480958,20.67056603037668,0.02897796788649721,0.03640251549387228
24.987707579980274,3.9916188835346476,0.5228979496171275,25.53439518083742,0.018792052346878606,0.047485103979219304
10.018665073192075,6.004814566281474,0.5183921490665009,12.249445439893032,0.13207400971436087,-0.2742899500239596
14.988626130541322,5.991226412038733,0.5248160419774996,16.53593853213777,0.06924423517610606,-0.08634228836330443
20.014441284552344,6.006713073370043,0.5233062666493371,21.22202753364872,0.04140609447240899,-0.017592152647437347
24.998339152650665,5.997351352499969,0.5235621718034253,26.00887127578874,0.02728580569219591,0.01150757023178068
10.040118030590177,8.01713188741482,0.5076867549287227,13.806125677968794,0.14561700798514277,-0.35275378764614884
14.963979148901407,7.9749723754873205,0.5303378183692233,17.667338168466095,0.08318912497167896,-0.15372672952508207
19.95730429867636,7.976825428497973,0.5267580260158766,22.049256589929854,0.051878602661001735,-0.06426046264919937
25.004687470977814,8.000363973363852,0.5234938148083046,26.740087907014217,0.03486742570778466,-0.02199308921625425
9.974523813472013,9.984059709691852,0.5355642310691846,15.631531069256857,0.14942207774048177,-0.38576410293283114
14.96437121467263,9.978854096101331,0.5320461165964314,19.046746110111894,0.09240612994705664,-0.2016829806424027
19.965539270009828,9.977684216280506,0.5278615794394863,23.14272448216622,0.060102601305845424,-0.10345123208928457
25.014302175008176,10.009208907810505,0.5227072099414718,27.62405901502042,0.041399970874906836,-0.05182389140528483
9.979617349102728,11.982187059260738,0.5356433042597546,17.77412595312697,0.14605649654707348,-0.4021079558025105
15.031583605030287,12.01162727612813,0.5157433299920462,20.74944221938149,0.09700421739160255,-0.2382075482177004
19.964394154366204,11.979322460532297,0.5291732186483449,24.453995419961796,0.06620350682379866,-0.1351258420311905
25.04319803501877,12.02004454605372,0.5198686746006658,28.74943028648381,0.04670721794281067,-0.07836938985003382
10.005135541005993,13.99347193731106,0.524970802118236,20.062178571205155,0.1400860808328115,-0.39981324758464776
15.013486424374284,13.99856184681216,0.5211735839535443,22.59090843302122,0.09892173355649467,-0.25907436569092296
19.980074694619063,13.982408107872317,0.5279029947888731,25.975056335578113,0.07028842059956572,-0.16003216450244423
25.009672021899302,14.000747675262902,0.522755397136125,29.9489063821177,0.05106139910237108,-0.09951771653321072
9.996683587315934,15.986645116148146,0.5301520473977561,22.475074037782175,0.13297186617696097,-0.38825115666719656
15.023728958073473,16.003841308439732,0.5182836605161749,24.557507177052567,0.09894893316850879,-0.26836220963527524
20.02376398538638,16.004841783159584,0.5197395152728528,27.669055974925858,0.07275782428599484,-0.17880587198345263
25.015003621819247,16.002919930684172,0.521979183377963,31.365255405436187,0.05429826221459838,-0.11766450604840141
9.964988804236398,17.978860074638433,0.5389358257546624,24.965351892717536,0.12581901375308288,-0.37091342523471416
15.001968874316422,17.98803359507877,0.5262414557461148,26.676248942974755,0.09746309151348193,-0.27167580548828757
20.026046328268816,18.004458017015853,0.5193569210194755,29.4421748115399,0.07417222892144755,-0.19015876928831074
24.98471156738991,17.982744822142056,0.5266809341554652,32.85582843192558,0.05675308279770526,-0.13090298822995855
9.999818920844424,-0.0020474276255266375,0.021151143384366744,9.907250635572183,-5.8025212583760234e-05,0.012710307423144385
14.999999989190666,0.0003037358063859469,-9.133971166619403e-05,14.940846637202029,4.032837849911742e-06,-5.261868426511586e-05
19.999999968139065,0.0007630555621747941,-9.740565631144449e-05,19.993846064900858,5.6580943027920215e-06,-5.2552127428230275e-05
24.99999989500234,0.0016554198086296522,-0.00013099524347648384,24.915397308317825,7.990649948473903e-06,-6.298223827565664e-05
10.026395184527562,2.0003570862884428,-0.006212953836285617,10.236089531190986,0.0580158525048907,-0.23231409991042776
15.017121748432917,2.0001315502044035,-0.001958244453115654,15.130430599915917,0.026367806457120346,-0.10529187776399442
19.962697811404887,2.0003807583717412,0.0021983574372748116,20.05527904583635,0.01497251691228853,-0.05930241645457116
24.99010107310297,2.0008207293026428,0.0003321679643182307,25.026245620488982,0.009605044980963387,-0.03811665387522264
10.023115515345864,4.02792471775729,0.025470923750905428,11.019787119128997,0.1043723324221711,-0.3900832719943221
14.976393382476841,3.99878763917007,0.0046534613558626425,15.698269375692195,0.04981534438299237,-0.20027170338405886
19.95417174865698,4.000060800583431,0.005328901603488312,20.460557471005586,0.029051276732054584,-0.11482698575836807
24.96239858334541,3.999964908892507,0.002803211957813634,25.34498466446903,0.01884316126257083,-0.07457320192923528
9.974854028399083,5.998183879011544,0.013940272667699816,12.278088973747225,0.13163308626433362,-0.5111694950746347
14.998297718731436,5.999020207493569,0.0007330115881898358,16.575209893226646,0.06880393015643645,-0.2750845629687107
19.983895814458172,5.999511173138564,0.0027705087226386205,21.176525128580924,0.041316993985052904,-0.16521342089711064
25.022089209276785,5.998166076468901,-0.0025511335293839643,25.974623019928774,0.02718132690918143,-0.10978751668234861
10.03708024673595,8.000848926961366,-0.023999945971045378,13.957063961150524,0.14375265238136833,-0.5647638940037647
15.015405965803602,7.996301502339419,-0.00443045579297463,17.779484728945608,0.08234534797499608,-0.33001983327881423
19.965865112295667,7.998556285155675,0.007336608106677023,22.061013197554786,0.051806785336756006,-0.2048669201145229
24.97580637630094,7.998036398032479,0.0034859867379251064,26.699711737768144,0.034782609364808856,-0.13959734766167217
10.008215099248075,9.993275192009655,0.0005015659362928027,15.89548994612895,0.14647308652324045,-0.5731888204941221
14.958269674948403,9.996030227439825,0.01680533203041845,19.188685575140187,0.09167394498798873,-0.3604798742962968
20.01836851227241,9.997784477707151,-0.0038807908009408365,23.26017451118203,0.05967075621240676,-0.2387397769386829
25.034820879630917,9.996642948548057,-0.005499652907898334,27.651287228125774,0.04121750758491104,-0.16558522500234668
10.041597670769807,11.98874400668477,-0.01573357976198464,18.018411863795645,0.14422616747214895,-0.5547099284480981
14.962036331578188,11.99892306938039,0.014709998650136669,20.862591206075653,0.09672256598476434,-0.3777709147874365
19.956808276499885,11.999492237749013,0.011322151825356563,24.566545870609623,0.06594693681929892,-0.26006614930978933
25.007283176665165,11.998569868767426,-0.0013521490109589251,28.792391354703078,0.04651157289061084,-0.18723492559054195
10.005145155712848,13.977992870159532,0.01896675428625949,20.358453748586925,0.13825324013948959,-0.5307704981963822
14.97838879184238,13.991364621469156,0.01241103485378181,22.75536881276062,0.09846274902086027,-0.38447457386709405
20.015785041032515,13.992539687384957,-0.002207811279337335,26.184664951966774,0.06960770981131074,-0.278668975945214
25.01318390887698,13.99425890840363,-0.0016239475866179909,30.09122478087256,0.05071050383439221,-0.2038760652402182
9.998785476463022,16.016106568101215,-0.018945202910700232,22.968393374333868,0.13049058074104208,-0.5130531076083589
15.001953039796003,15.997950102225182,-0.0007524505981972851,24.89533136511313,0.09764736205064901,-0.3882448195957553
19.999485588351217,15.990412477037289,0.0034824556188501887,27.881648462909666,0.07220445329064455,-0.2873071897414126
24.95212953486244,15.99828282715483,0.010536977834228356,31.499472914075504,0.05409362788638436,-0.21526948045668473
10.021550710374001,17.99982754996245,-0.011706716521358906,25.540165573278085,0.12317060586326693,-0.4808125125614307
15.03272489562659,17.97801535505924,0.0020752945593098815,27.089887696784558,0.09590220011428835,-0.38014651894487195
20.035447742724582,17.986857768923258,-0.005300982277900879,29.75070431196093,0.07340449344337137,-0.2918276651861511
24.96001917144635,17.98909417274032,0.01159401858699427,33.09956802676369,0.05634561461221435,-0.22402297180293146
